"","Location","Period","Date","Week","NO2_Concentration"
"97","Netherlands",2020,"2020-08-30","2020-08-30 to 2020-09-05",5.51186967641115e-05
"98","Netherlands",2020,"2020-09-06","2020-09-06 to 2020-09-12",5.57906460016966e-05
"99","Netherlands",2020,"2020-09-13","2020-09-13 to 2020-09-19",8.15433304524049e-05
"100","Netherlands",2020,"2020-09-20","2020-09-20 to 2020-09-26",0.000109642714960501
"101","Netherlands",2020,"2020-09-27","2020-09-27 to 2020-10-03",0.000106008192233276
"102","Netherlands",2020,"2020-10-04","2020-10-04 to 2020-10-10",3.08584349113517e-05
"103","Netherlands",2020,"2020-10-11","2020-10-11 to 2020-10-17",6.50885413051583e-05
"104","Netherlands",2020,"2020-10-18","2020-10-18 to 2020-10-24",5.4636926506646e-05
"105","Netherlands",2020,"2020-10-25","2020-10-25 to 2020-10-31",3.05271278193686e-05
"106","Netherlands",2020,"2020-11-01","2020-11-01 to 2020-11-07",8.51945442263968e-05
"107","Netherlands",2020,"2020-11-08","2020-11-08 to 2020-11-14",6.33874005870894e-05
"108","Netherlands",2020,"2020-11-15","2020-11-15 to 2020-11-21",5.9302295994712e-05
"109","Netherlands",2020,"2020-11-22","2020-11-22 to 2020-11-28",9.82331912382506e-05
"110","Netherlands",2020,"2020-11-29","2020-11-29 to 2020-12-05",4.29707288276404e-05
"111","Netherlands",2020,"2020-12-06","2020-12-06 to 2020-12-12",0.000110991459223442
"112","Netherlands",2020,"2020-12-13","2020-12-13 to 2020-12-19",7.65652439440601e-05
"113","Netherlands",2020,"2020-12-20","2020-12-20 to 2020-12-26",4.52523563581053e-05
"114","Netherlands",2020,"2020-12-27","2020-12-27 to 2021-01-02",0.000100976118119434
